fips,Geographic.Area.Name,Total,Total.Urban,Total.Urban.Inside.urbanized.areas,Total.Urban.Inside.urban.clusters,Total.Rural,Total.undefined
39077,"Huron County, Ohio",59626,29632,0,29632,29994,0
39079,"Jackson County, Ohio",33225,11768,0,11768,21457,0
39081,"Jefferson County, Ohio",69709,42535,42535,0,27174,0
39083,"Knox County, Ohio",60921,26988,0,26988,33933,0
39085,"Lake County, Ohio",230041,215021,215021,0,15020,0
39087,"Lawrence County, Ohio",62450,33775,33775,0,28675,0
39089,"Licking County, Ohio",166492,107341,102818,4523,59151,0
39091,"Logan County, Ohio",45858,19758,0,19758,26100,0
39093,"Lorain County, Ohio",301356,265983,249926,16057,35373,0
39095,"Lucas County, Ohio",441815,421226,421226,0,20589,0
39097,"Madison County, Ohio",43435,22375,142,22233,21060,0
39099,"Mahoning County, Ohio",238823,202621,195160,7461,36202,0
39101,"Marion County, Ohio",66501,46384,0,46384,20117,0
39103,"Medina County, Ohio",172332,120987,112803,8184,51345,0
39105,"Meigs County, Ohio",23770,4446,0,4446,19324,0
39107,"Mercer County, Ohio",40814,15771,0,15771,25043,0
39109,"Miami County, Ohio",102506,70936,47105,23831,31570,0
39111,"Monroe County, Ohio",14642,344,0,344,14298,0
39113,"Montgomery County, Ohio",535153,511974,507896,4078,23179,0
39115,"Morgan County, Ohio",15054,2787,0,2787,12267,0
39117,"Morrow County, Ohio",34827,3887,0,3887,30940,0
39119,"Muskingum County, Ohio",86074,45591,0,45591,40483,0
39121,"Noble County, Ohio",14645,5488,0,5488,9157,0
39123,"Ottawa County, Ohio",41428,20943,1682,19261,20485,0
39125,"Paulding County, Ohio",19614,3550,0,3550,16064,0
39127,"Perry County, Ohio",36058,8927,0,8927,27131,0
39129,"Pickaway County, Ohio",55698,27924,2696,25228,27774,0
39131,"Pike County, Ohio",28709,7396,0,7396,21313,0
39133,"Portage County, Ohio",161419,108452,102302,6150,52967,0
39135,"Preble County, Ohio",42270,13009,0,13009,29261,0
39137,"Putnam County, Ohio",34499,5292,0,5292,29207,0
39139,"Richland County, Ohio",124475,84575,75250,9325,39900,0
39141,"Ross County, Ohio",78064,32263,0,32263,45801,0
39143,"Sandusky County, Ohio",60944,34041,0,34041,26903,0
39145,"Scioto County, Ohio",79499,36349,0,36349,43150,0
39147,"Seneca County, Ohio",56745,29786,0,29786,26959,0
39149,"Shelby County, Ohio",49423,24162,0,24162,25261,0
39151,"Stark County, Ohio",375586,324769,296853,27916,50817,0
39153,"Summit County, Ohio",541781,520778,520778,0,21003,0
39155,"Trumbull County, Ohio",210312,152953,152898,55,57359,0
39157,"Tuscarawas County, Ohio",92582,54086,0,54086,38496,0
39159,"Union County, Ohio",52300,26175,3005,23170,26125,0
39161,"Van Wert County, Ohio",28744,14163,0,14163,14581,0
39163,"Vinton County, Ohio",13435,0,0,0,13435,0
39165,"Warren County, Ohio",212693,175969,175969,0,36724,0
39167,"Washington County, Ohio",61778,26835,7586,19249,34943,0
39169,"Wayne County, Ohio",114520,56114,12644,43470,58406,0
39171,"Williams County, Ohio",37642,13691,0,13691,23951,0
39173,"Wood County, Ohio",125488,88411,52666,35745,37077,0
39175,"Wyandot County, Ohio",22615,9630,0,9630,12985,0
40001,"Adair County, Oklahoma",22683,3789,0,3789,18894,0
40003,"Alfalfa County, Oklahoma",5642,0,0,0,5642,0
40005,"Atoka County, Oklahoma",14182,0,0,0,14182,0
40007,"Beaver County, Oklahoma",5636,0,0,0,5636,0
40009,"Beckham County, Oklahoma",22119,14896,0,14896,7223,0
40011,"Blaine County, Oklahoma",11943,5084,0,5084,6859,0
40013,"Bryan County, Oklahoma",42416,16402,0,16402,26014,0
40015,"Caddo County, Oklahoma",29600,5929,0,5929,23671,0
40017,"Canadian County, Oklahoma",115541,89535,74466,15069,26006,0
40019,"Carter County, Oklahoma",47557,20888,0,20888,26669,0
40021,"Cherokee County, Oklahoma",46987,18772,0,18772,28215,0
40023,"Choctaw County, Oklahoma",15205,5028,0,5028,10177,0
40025,"Cimarron County, Oklahoma",2475,0,0,0,2475,0
40027,"Cleveland County, Oklahoma",255755,212574,210515,2059,43181,0
40029,"Coal County, Oklahoma",5925,0,0,0,5925,0
40031,"Comanche County, Oklahoma",124098,97057,94457,2600,27041,0
40033,"Cotton County, Oklahoma",6193,2506,0,2506,3687,0
40035,"Craig County, Oklahoma",15029,6002,0,6002,9027,0
40037,"Creek County, Oklahoma",69967,32224,25128,7096,37743,0
40039,"Custer County, Oklahoma",27469,19139,0,19139,8330,0
40041,"Delaware County, Oklahoma",41487,7834,0,7834,33653,0
40043,"Dewey County, Oklahoma",4810,0,0,0,4810,0
40045,"Ellis County, Oklahoma",4151,0,0,0,4151,0
40047,"Garfield County, Oklahoma",60580,47609,0,47609,12971,0
40049,"Garvin County, Oklahoma",27576,8631,0,8631,18945,0
40051,"Grady County, Oklahoma",52431,18935,0,18935,33496,0
40053,"Grant County, Oklahoma",4527,0,0,0,4527,0
40055,"Greer County, Oklahoma",6239,2954,0,2954,3285,0
40057,"Harmon County, Oklahoma",2922,0,0,0,2922,0
40059,"Harper County, Oklahoma",3685,0,0,0,3685,0
40061,"Haskell County, Oklahoma",12769,2843,0,2843,9926,0
40063,"Hughes County, Oklahoma",14003,5768,0,5768,8235,0
40065,"Jackson County, Oklahoma",26446,19900,0,19900,6546,0
40067,"Jefferson County, Oklahoma",6472,0,0,0,6472,0
40069,"Johnston County, Oklahoma",10957,0,0,0,10957,0
40071,"Kay County, Oklahoma",46562,35166,0,35166,11396,0
40073,"Kingfisher County, Oklahoma",15034,4144,0,4144,10890,0
40075,"Kiowa County, Oklahoma",9446,3622,0,3622,5824,0
40077,"Latimer County, Oklahoma",11154,2979,0,2979,8175,0
40079,"Le Flore County, Oklahoma",50384,13656,2105,11551,36728,0
40081,"Lincoln County, Oklahoma",34273,2704,0,2704,31569,0
40083,"Logan County, Oklahoma",41848,18675,10484,8191,23173,0
40085,"Love County, Oklahoma",9423,0,0,0,9423,0
40087,"McClain County, Oklahoma",34506,7879,306,7573,26627,0
40089,"McCurtain County, Oklahoma",33151,10193,0,10193,22958,0
40091,"McIntosh County, Oklahoma",20252,2572,0,2572,17680,0
40093,"Major County, Oklahoma",7527,0,0,0,7527,0
40095,"Marshall County, Oklahoma",15840,4419,0,4419,11421,0
40097,"Mayes County, Oklahoma",41259,9325,0,9325,31934,0
40099,"Murray County, Oklahoma",13488,7324,0,7324,6164,0
40101,"Muskogee County, Oklahoma",70990,41801,0,41801,29189,0
40103,"Noble County, Oklahoma",11561,5052,0,5052,6509,0
40105,"Nowata County, Oklahoma",10536,4432,0,4432,6104,0
40107,"Okfuskee County, Oklahoma",12191,3152,0,3152,9039,0
40109,"Oklahoma County, Oklahoma",718633,673536,669632,3904,45097,0
40111,"Okmulgee County, Oklahoma",40069,20615,0,20615,19454,0
40113,"Osage County, Oklahoma",47472,19239,6008,13231,28233,0
40115,"Ottawa County, Oklahoma",31848,16144,0,16144,15704,0
40117,"Pawnee County, Oklahoma",16577,3128,0,3128,13449,0
40119,"Payne County, Oklahoma",77350,51257,0,51257,26093,0
40121,"Pittsburg County, Oklahoma",45837,22040,0,22040,23797,0
40123,"Pontotoc County, Oklahoma",37492,17400,0,17400,20092,0
40125,"Pottawatomie County, Oklahoma",69442,34255,0,34255,35187,0
40127,"Pushmataha County, Oklahoma",11572,0,0,0,11572,0
40129,"Roger Mills County, Oklahoma",3647,0,0,0,3647,0
40131,"Rogers County, Oklahoma",86905,43196,17874,25322,43709,0
40133,"Seminole County, Oklahoma",25482,9002,0,9002,16480,0
40135,"Sequoyah County, Oklahoma",42391,14148,128,14020,28243,0
40137,"Stephens County, Oklahoma",45048,25531,0,25531,19517,0
40139,"Texas County, Oklahoma",20640,11338,0,11338,9302,0
40141,"Tillman County, Oklahoma",7992,3899,0,3899,4093,0
40143,"Tulsa County, Oklahoma",603403,574564,568811,5753,28839,0
40145,"Wagoner County, Oklahoma",73085,45701,37658,8043,27384,0
40147,"Washington County, Oklahoma",50976,38802,0,38802,12174,0
40149,"Washita County, Oklahoma",11629,2876,0,2876,8753,0
40151,"Woods County, Oklahoma",8878,5620,0,5620,3258,0
40153,"Woodward County, Oklahoma",20081,11344,0,11344,8737,0
41001,"Baker County, Oregon",16134,9518,0,9518,6616,0
41003,"Benton County, Oregon",85579,69521,69521,0,16058,0
41005,"Clackamas County, Oregon",375992,308018,264717,43301,67974,0
41007,"Clatsop County, Oregon",37039,22604,0,22604,14435,0
41009,"Columbia County, Oregon",49351,27828,2354,25474,21523,0
41011,"Coos County, Oregon",63043,38864,0,38864,24179,0
41013,"Crook County, Oregon",20978,10905,0,10905,10073,0
41015,"Curry County, Oregon",22364,13702,0,13702,8662,0
41017,"Deschutes County, Oregon",157733,114130,83794,30336,43603,0
41019,"Douglas County, Oregon",107667,63332,0,63332,44335,0
41021,"Gilliam County, Oregon",1871,0,0,0,1871,0
41023,"Grant County, Oregon",7445,0,0,0,7445,0
41025,"Harney County, Oregon",7422,4131,0,4131,3291,0
41027,"Hood River County, Oregon",22346,10687,0,10687,11659,0
41029,"Jackson County, Oregon",203206,162458,159079,3379,40748,0
41031,"Jefferson County, Oregon",21720,8010,0,8010,13710,0
41033,"Josephine County, Oregon",82713,45522,45522,0,37191,0
41035,"Klamath County, Oregon",66380,41434,0,41434,24946,0
41037,"Lake County, Oregon",7895,2895,0,2895,5000,0
41039,"Lane County, Oregon",351715,290084,247421,42663,61631,0
41041,"Lincoln County, Oregon",46034,28730,0,28730,17304,0
41043,"Linn County, Oregon",116672,79759,46809,32950,36913,0
41045,"Malheur County, Oregon",31313,16152,0,16152,15161,0
41047,"Marion County, Oregon",315335,274046,213938,60108,41289,0
41049,"Morrow County, Oregon",11173,6048,0,6048,5125,0
41051,"Multnomah County, Oregon",735334,725464,725288,176,9870,0
41053,"Polk County, Oregon",75403,60378,26026,34352,15025,0
41055,"Sherman County, Oregon",1765,0,0,0,1765,0
41057,"Tillamook County, Oregon",25250,7675,0,7675,17575,0
41059,"Umatilla County, Oregon",75889,53831,8825,45006,22058,0
41061,"Union County, Oregon",25748,14909,0,14909,10839,0
41063,"Wallowa County, Oregon",7008,0,0,0,7008,0
41065,"Wasco County, Oregon",25213,16876,0,16876,8337,0
41067,"Washington County, Oregon",529710,500099,500099,0,29611,0
41069,"Wheeler County, Oregon",1441,0,0,0,1441,0
41071,"Yamhill County, Oregon",99193,76772,0,76772,22421,0
42001,"Adams County, Pennsylvania",101407,46976,31255,15721,54431,0
42003,"Allegheny County, Pennsylvania",1223348,1192932,1192932,0,30416,0
42005,"Armstrong County, Pennsylvania",68941,22415,8343,14072,46526,0
42007,"Beaver County, Pennsylvania",170539,126493,119566,6927,44046,0
42009,"Bedford County, Pennsylvania",49762,8064,31,8033,41698,0
42011,"Berks County, Pennsylvania",411442,313782,301390,12392,97660,0
42013,"Blair County, Pennsylvania",127089,97311,79930,17381,29778,0
42015,"Bradford County, Pennsylvania",62622,17425,0,17425,45197,0
42017,"Bucks County, Pennsylvania",625249,570042,569654,388,55207,0
42019,"Butler County, Pennsylvania",183862,106706,58716,47990,77156,0
42021,"Cambria County, Pennsylvania",143679,97693,61494,36199,45986,0
42023,"Cameron County, Pennsylvania",5085,2677,0,2677,2408,0
42025,"Carbon County, Pennsylvania",65249,34476,17650,16826,30773,0
42027,"Centre County, Pennsylvania",153990,104378,87454,16924,49612,0
42029,"Chester County, Pennsylvania",498886,432651,431411,1240,66235,0
42031,"Clarion County, Pennsylvania",39988,9373,0,9373,30615,0
42033,"Clearfield County, Pennsylvania",81642,37678,0,37678,43964,0
42035,"Clinton County, Pennsylvania",39238,21310,0,21310,17928,0
42037,"Columbia County, Pennsylvania",67295,39804,39504,300,27491,0
42039,"Crawford County, Pennsylvania",88765,32221,0,32221,56544,0
42041,"Cumberland County, Pennsylvania",235406,183198,165909,17289,52208,0
42043,"Dauphin County, Pennsylvania",268100,232380,222771,9609,35720,0
42045,"Delaware County, Pennsylvania",558979,556386,556386,0,2593,0
42047,"Elk County, Pennsylvania",31946,14160,0,14160,17786,0
42049,"Erie County, Pennsylvania",280566,224398,196611,27787,56168,0
42051,"Fayette County, Pennsylvania",136606,71175,64567,6608,65431,0
42053,"Forest County, Pennsylvania",7716,0,0,0,7716,0
42055,"Franklin County, Pennsylvania",149618,89244,60390,28854,60374,0
42057,"Fulton County, Pennsylvania",14845,0,0,0,14845,0
42059,"Greene County, Pennsylvania",38686,12831,0,12831,25855,0
42061,"Huntingdon County, Pennsylvania",45913,14388,0,14388,31525,0
42063,"Indiana County, Pennsylvania",88880,35490,0,35490,53390,0
42065,"Jefferson County, Pennsylvania",45200,17420,0,17420,27780,0
42067,"Juniata County, Pennsylvania",24636,4372,0,4372,20264,0
42069,"Lackawanna County, Pennsylvania",214437,179472,176661,2811,34965,0
42071,"Lancaster County, Pennsylvania",519445,409026,401726,7300,110419,0
42073,"Lawrence County, Pennsylvania",91108,54375,434,53941,36733,0
42075,"Lebanon County, Pennsylvania",133568,98098,98098,0,35470,0
42077,"Lehigh County, Pennsylvania",349497,321797,321797,0,27700,0
42079,"Luzerne County, Pennsylvania",320918,256783,256783,0,64135,0
42081,"Lycoming County, Pennsylvania",116111,73990,56142,17848,42121,0
42083,"McKean County, Pennsylvania",43450,15843,0,15843,27607,0
42085,"Mercer County, Pennsylvania",116638,64747,39043,25704,51891,0
42087,"Mifflin County, Pennsylvania",46682,23123,0,23123,23559,0
42089,"Monroe County, Pennsylvania",169842,104701,55261,49440,65141,0
42091,"Montgomery County, Pennsylvania",799874,776408,776408,0,23466,0
42093,"Montour County, Pennsylvania",18267,8445,8445,0,9822,0
42095,"Northampton County, Pennsylvania",297735,259719,259657,62,38016,0
42097,"Northumberland County, Pennsylvania",94528,61575,1629,59946,32953,0
42099,"Perry County, Pennsylvania",45969,5287,2630,2657,40682,0
42101,"Philadelphia County, Pennsylvania",1526006,1526006,1526006,0,0,0
42103,"Pike County, Pennsylvania",57369,16774,0,16774,40595,0
42105,"Potter County, Pennsylvania",17457,0,0,0,17457,0
42107,"Schuylkill County, Pennsylvania",148289,94221,3746,90475,54068,0
42109,"Snyder County, Pennsylvania",39702,13173,0,13173,26529,0
42111,"Somerset County, Pennsylvania",77742,22699,7520,15179,55043,0
42113,"Sullivan County, Pennsylvania",6428,0,0,0,6428,0
42115,"Susquehanna County, Pennsylvania",43356,6924,4339,2585,36432,0
42117,"Tioga County, Pennsylvania",41981,4152,0,4152,37829,0
42119,"Union County, Pennsylvania",44947,25703,0,25703,19244,0
42121,"Venango County, Pennsylvania",54984,24877,0,24877,30107,0
42123,"Warren County, Pennsylvania",41815,18799,0,18799,23016,0
42125,"Washington County, Pennsylvania",207820,143760,138817,4943,64060,0
42127,"Wayne County, Pennsylvania",52822,6289,440,5849,46533,0
42129,"Westmoreland County, Pennsylvania",365169,272549,268670,3879,92620,0
42131,"Wyoming County, Pennsylvania",28276,4678,1252,3426,23598,0
42133,"York County, Pennsylvania",434972,327445,306069,21376,107527,0
44001,"Bristol County, Rhode Island",49875,49305,49305,0,570,0
44003,"Kent County, Rhode Island",166158,152888,152888,0,13270,0
44005,"Newport County, Rhode Island",82888,72865,72865,0,10023,0
44007,"Providence County, Rhode Island",626667,592145,592145,0,34522,0
44009,"Washington County, Rhode Island",126979,87840,84898,2942,39139,0
45001,"Abbeville County, South Carolina",25417,5445,0,5445,19972,0
45003,"Aiken County, South Carolina",160099,100864,100864,0,59235,0
45005,"Allendale County, South Carolina",10419,3307,0,3307,7112,0
45007,"Anderson County, South Carolina",187126,116157,107277,8880,70969,0
45009,"Bamberg County, South Carolina",15987,7273,0,7273,8714,0
45011,"Barnwell County, South Carolina",22621,3949,0,3949,18672,0
45013,"Beaufort County, South Carolina",162233,130360,68998,61362,31873,0
45015,"Berkeley County, South Carolina",177843,126351,126351,0,51492,0
45017,"Calhoun County, South Carolina",15175,0,0,0,15175,0
45019,"Charleston County, South Carolina",350209,312103,312103,0,38106,0
45021,"Cherokee County, South Carolina",55342,21556,2,21554,33786,0
45023,"Chester County, South Carolina",33140,9351,0,9351,23789,0
45025,"Chesterfield County, South Carolina",46734,12260,0,12260,34474,0
45027,"Clarendon County, South Carolina",34971,4998,0,4998,29973,0
45029,"Colleton County, South Carolina",38892,9502,0,9502,29390,0
45031,"Darlington County, South Carolina",68681,29008,13883,15125,39673,0
45033,"Dillon County, South Carolina",32062,9777,0,9777,22285,0
45035,"Dorchester County, South Carolina",136555,109950,109950,0,26605,0
45037,"Edgefield County, South Carolina",26985,7202,2640,4562,19783,0
45039,"Fairfield County, South Carolina",23956,5195,54,5141,18761,0
45041,"Florence County, South Carolina",136885,84159,75674,8485,52726,0
45043,"Georgetown County, South Carolina",60158,35182,7539,27643,24976,0
45045,"Greenville County, South Carolina",451225,394345,394205,140,56880,0
45047,"Greenwood County, South Carolina",69661,41969,0,41969,27692,0
45049,"Hampton County, South Carolina",21090,4540,0,4540,16550,0
45051,"Horry County, South Carolina",269291,187492,187486,6,81799,0
45053,"Jasper County, South Carolina",24777,8258,0,8258,16519,0
45055,"Kershaw County, South Carolina",61697,26110,12564,13546,35587,0
45057,"Lancaster County, South Carolina",76652,38361,14382,23979,38291,0
45059,"Laurens County, South Carolina",66537,23824,2312,21512,42713,0
45061,"Lee County, South Carolina",19220,5391,0,5391,13829,0
45063,"Lexington County, South Carolina",262391,196069,187518,8551,66322,0
45065,"McCormick County, South Carolina",10233,0,0,0,10233,0
45067,"Marion County, South Carolina",33062,12976,0,12976,20086,0
45069,"Marlboro County, South Carolina",28933,13006,0,13006,15927,0
45071,"Newberry County, South Carolina",37508,12059,13,12046,25449,0
45073,"Oconee County, South Carolina",74273,26054,0,26054,48219,0
45075,"Orangeburg County, South Carolina",92501,33506,0,33506,58995,0
45077,"Pickens County, South Carolina",119224,76551,76551,0,42673,0
45079,"Richland County, South Carolina",384504,349628,349628,0,34876,0
45081,"Saluda County, South Carolina",19875,3870,0,3870,16005,0
45083,"Spartanburg County, South Carolina",284307,206315,197210,9105,77992,0
45085,"Sumter County, South Carolina",107456,73107,73107,0,34349,0
